,"New & Change in May 1, 2026",,,,,,
,New Products,,,,,,
,,,,,,,
,Category,Item #,Item Type,Notes,Description, MSRP  ,EAN Code
,Recording - Network,XRN-3220B4-150TB,32 CH NVR," 
Price increase from $24,710.00 to $29,960.00","8K NVR (Intel based), 32Ch, 150TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode."," $29,960.00 ",849688021439 
,Recording - Network,XRN-3220B4-160TB,32 CH NVR," 
Price increase from $25,910.00 to $31,510.00","8K NVR (Intel based), 32Ch, 160TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode."," $31,510.00 ",849688021255 
,Recording - Network,XRN-1620B2-2TB,NVR," 
Price increase from $1,990.00 to $2,060.00","8K NVR (Intel based), 2TB RAW, 16 channels, H265,H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $2,060.00 ",849688017562 
,Recording - Network,XRN-1620B2-4TB,NVR," 
Price increase from $2,230.00 to $2,370.00","8K NVR (Intel based), 4TB RAW, 16 channels, H265,H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $2,370.00 ","849688017579
8801089219626"
,Recording - Network,XRN-1620B2-8TB,NVR," 
Price increase from $2,710.00 to $2,990.00","8K NVR (Intel based), 8TB RAW, 16 channels, H265,H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $2,990.00 ",849688017586 
,Recording - Network,XRN-1620B2-12TB,NVR," 
Price increase from $3,190.00 to $3,610.00","8K NVR (Intel based), 12TB RAW, 16 channels, H265,H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $3,610.00 ",849688017593 
,Recording - Network,XRN-1620B2-16TB,NVR," 
Price increase from $3,670.00 to $4,230.00","8K NVR (Intel based), 16TB RAW, 16 channels, H265,H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $4,230.00 ",849688017609 
,Recording - Network,XRN-1620B2-24TB,NVR," 
Price increase from $4,630.00 to $5,470.00","8K NVR (Intel based), 24TB RAW, 16 channels, H265,H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $5,470.00 ",849688017616 
,Recording - Network,XRN-1620B2-30TB,NVR," 
Price increase from $5,350.00 to $6,400.00","8K NVR (Intel based), 30TB RAW, 16 channels, H265,H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $6,400.00 ",849688017623 
,Recording - Network,XRN-1620B2-36TB,NVR," 
Price increase from $6,070.00 to $7,330.00","8K NVR (Intel based),36TB RAW, 16 channels, H265,H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $7,330.00 ",849688017630 
,Recording - Network,XRN-1620B2-48TB,NVR," 
Price increase from $7,510.00 to $9,190.00","8K NVR (Intel based), 48TB RAW, 16 channels, H265,H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $9,190.00 ",849688017647 
,Recording - Network,XRN-1620SB1-2TB,NVR with PoE+," 
Price increase from $2,174.00 to $2,244.00","8K NVR (Intel based), 2TB RAW, 16 channels with 16 PoE/PoE+ ports (PoE Budget 200W), H265,H264, MJPEG, 4 fixed internal SATA HDDs (6TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $2,244.00 ",849688017654 
,Recording - Network,XRN-1620SB1-4TB,NVR with PoE+," 
Price increase from $2,414.00 to $2,554.00","8K NVR (Intel based), 4TB RAW 16 channels with 16 PoE/PoE+ ports (PoE Budget 200W), H265,H264, MJPEG, 4 fixed internal SATA HDDs (6TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $2,554.00 ",849688017661 
,Recording - Network,XRN-1620SB1-8TB,NVR with PoE+," 
Price increase from $2,894.00 to $3,174.00","8K NVR (Intel based), 8TB RAW, 16 channels with 16 PoE/PoE+ ports (PoE Budget 200W), H265,H264, MJPEG, 4 fixed internal SATA HDDs (6TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $3,174.00 ",849688017678 
,Recording - Network,XRN-1620SB1-12TB,NVR with PoE+," 
Price increase from $3,374.00 to $3,794.00","8K NVR (Intel based),12TB RAW, 16 channels with 16 PoE/PoE+ ports (PoE Budget 200W), H265,H264, MJPEG, 4 fixed internal SATA HDDs (6TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $3,794.00 ",849688017685 
,Recording - Network,XRN-1620SB1-16TB,NVR with PoE+," 
Price increase from $3,854.00 to $4,414.00","8K NVR (Intel based), 16TB RAW, 16 channels with 16 PoE/PoE+ ports (PoE Budget 200W), H265,H264, MJPEG, 4 fixed internal SATA HDDs (6TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $4,414.00 ",849688017692 
,Recording - Network,XRN-1620SB1-24TB,NVR with PoE+," 
Price increase from $4,814.00 to $5,654.00","8K NVR (Intel based), 24TB RAW, 16 channels with 16 PoE/PoE+ ports (PoE Budget 200W), H265,H264, MJPEG, 4 fixed internal SATA HDDs (6TB max per HDD), ARB (Automatic Recovery Backup), 140 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $5,654.00 ",849688017708 
,Recording - Network,XRN-820S-2TB,NVR with PoE+," 
Price increase from $1,607.00 to $1,677.00","8K NVR (Intel based), 2TB RAW, 8 channels with 8 PoE/PoE+ ports (PoE Budget 100W), H265,H264, MJPEG, 2 fixed internal SATA HDDs (6TB max per HDD), ARB (Automatic Recovery Backup), 100 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $1,677.00 ",849688017715 
,Recording - Network,XRN-820S-4TB,NVR with PoE+," 
Price increase from $1,847.00 to $1,987.00","8K NVR (Intel based), 4TB RAW, 8 channels with 8 PoE/PoE+ ports (PoE Budget 100W), H265,H264, MJPEG, 2 fixed internal SATA HDDs (6TB max per HDD), ARB (Automatic Recovery Backup), 100 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $1,987.00 ",849688017722 
,Recording - Network,XRN-820S-6TB,NVR with PoE+," 
Price increase from $2,087.00 to $2,297.00","8K NVR (Intel based), 6TB RAW, 8 channels with 8 PoE/PoE+ ports (PoE Budget 100W), H265,H264, MJPEG, 2 fixed internal SATA HDDs (6TB max per HDD), ARB (Automatic Recovery Backup), 100 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $2,297.00 ",849688017739 
,Recording - Network,XRN-820S-8TB,NVR with PoE+," 
Price increase from $2,327.00 to $2,607.00","8K NVR (Intel based), 8TB RAW, 8 channels with 8 PoE/PoE+ ports (PoE Budget 100W), H265,H264, MJPEG, 2 fixed internal SATA HDDs (6TB max per HDD), ARB (Automatic Recovery Backup), 100 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $2,607.00 ",849688017746 
,Recording - Network,XRN-820S-12TB,NVR with PoE+," 
Price increase from $2,807.00 to $3,227.00","8K NVR (Intel based), 12TB RAW, 8 channels with 8 PoE/PoE+ ports (PoE Budget 100W), H265,H264, MJPEG, 2 fixed internal SATA HDDs (6TB max per HDD), ARB (Automatic Recovery Backup), 100 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping on web and CMS, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code "," $3,227.00 ",849688017753 
,Recording - Network,QRN-1630S-2TB,16 CH NVR," 
Price increase from $1,390.00 to $1,460.00","16CH NVR 2TB with 16 PoE Ports (POE Budget 130W) with 8MP Camera Support. H265, H264, MJPEG, 2 fixed internal SATA HDDs (10TB each or 20TB Total). 128Mbps Network camera recording, Dual Stream recording option, 2 HDMI Outputs with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz)) - Automatic Recovery Back up (ARB) feature (A.K.A Edge recording retrieval). Four (4) Alarm In/ Two(2) Alarm out and Audio Output (RCA).  Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $1,460.00 ",849688019702 
,Recording - Network,QRN-1630S-4TB,16 CH NVR," 
Price increase from $1,630.00 to $1,770.00","16CH NVR 4TB with 16 PoE Ports (POE Budget 130W) with 8MP Camera Support. H265, H264, MJPEG, 2 fixed internal SATA HDDs (10TB each or 20TB Total). 128Mbps Network camera recording, Dual Stream recording option, 2 HDMI Outputs with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz)) - Automatic Recovery Back up (ARB) feature (A.K.A Edge recording retrieval). Four (4) Alarm In/ Two(2) Alarm out and Audio Output (RCA).  Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $1,770.00 ","849688019719
8801089219596"
,Recording - Network,QRN-1630S-6TB,16 CH NVR," 
Price increase from $1,870.00 to $2,080.00","16CH NVR 6TB with 16 PoE Ports (POE Budget 130W) with 8MP Camera Support. H265, H264, MJPEG, 2 fixed internal SATA HDDs (10TB each or 20TB Total). 128Mbps Network camera recording, Dual Stream recording option, 2 HDMI Outputs with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz)) - Automatic Recovery Back up (ARB) feature (A.K.A Edge recording retrieval). Four (4) Alarm In/ Two(2) Alarm out and Audio Output (RCA).  Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $2,080.00 ",849688019733 
,Recording - Network,QRN-1630S-8TB,16 CH NVR," 
Price increase from $2,110.00 to $2,390.00","16CH NVR 8TB with 16 PoE Ports (POE Budget 130W) with 8MP Camera Support. H265, H264, MJPEG, 2 fixed internal SATA HDDs (10TB each or 20TB Total). 128Mbps Network camera recording, Dual Stream recording option, 2 HDMI Outputs with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz)) - Automatic Recovery Back up (ARB) feature (A.K.A Edge recording retrieval). Four (4) Alarm In/ Two(2) Alarm out and Audio Output (RCA).  Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $2,390.00 ",849688019740 
,Recording - Network,QRN-1630S-10TB,16 CH NVR," 
Price increase from $2,350.00 to $2,700.00","16CH NVR 10TB with 16 PoE Ports (POE Budget 130W) with 8MP Camera Support. H265, H264, MJPEG, 2 fixed internal SATA HDDs (10TB each or 20TB Total). 128Mbps Network camera recording, Dual Stream recording option, 2 HDMI Outputs with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz)) - Automatic Recovery Back up (ARB) feature (A.K.A Edge recording retrieval). Four (4) Alarm In/ Two(2) Alarm out and Audio Output (RCA).  Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $2,700.00 ",849688019757 
,Recording - Network,QRN-1630S-12TB,16 CH NVR," 
Price increase from $2,590.00 to $3,010.00","16CH NVR 12TB with 16 PoE Ports (POE Budget 130W) with 8MP Camera Support. H265, H264, MJPEG, 2 fixed internal SATA HDDs (10TB each or 20TB Total). 128Mbps Network camera recording, Dual Stream recording option, 2 HDMI Outputs with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz)) - Automatic Recovery Back up (ARB) feature (A.K.A Edge recording retrieval). Four (4) Alarm In/ Two(2) Alarm out and Audio Output (RCA).  Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $3,010.00 ",849688019771 
,Recording - Network,QRN-1630S-16TB,16 CH NVR," 
Price increase from $3,070.00 to $3,630.00","16CH NVR 16TB with 16 PoE Ports (POE Budget 130W) with 8MP Camera Support. H265, H264, MJPEG, 2 fixed internal SATA HDDs (10TB each or 20TB Total). 128Mbps Network camera recording, Dual Stream recording option, 2 HDMI Outputs with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz)) - Automatic Recovery Back up (ARB) feature (A.K.A Edge recording retrieval). Four (4) Alarm In/ Two(2) Alarm out and Audio Output (RCA).  Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $3,630.00 ",849688019764 
,Recording - Network,QRN-1630S-20TB,16 CH NVR," 
Price increase from $3,550.00 to $4,250.00","16CH NVR 20TB with 16 PoE Ports (POE Budget 130W) with 8MP Camera Support. H265, H264, MJPEG, 2 fixed internal SATA HDDs (10TB each or 20TB Total). 128Mbps Network camera recording, Dual Stream recording option, 2 HDMI Outputs with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz)) - Automatic Recovery Back up (ARB) feature (A.K.A Edge recording retrieval). Four (4) Alarm In/ Two(2) Alarm out and Audio Output (RCA).  Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $4,250.00 ",849688019931 
,Recording - Network,QRN-830S-2TB,8 CH NVR," 
Price increase from $1,000.00 to $1,070.00","8CH NVR 2TB with 8 PoE Ports (PoE Budget 65W) with 8MP Camera Support. H.265, H.264, MJPEG, 1 fixed internal SATA HDDs (up to 6TB). 80Mbps Network camera recording, Dual Stream recording option, HDMI Outputs with local 4K display resolution (HDMI1: 3840x2160(30Hz), Automatic Recovery Back-up (ARB) feature (A.K.A Edge recording retrieval). Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $1,070.00 ",849688019962 
,Recording - Network,QRN-830S-4TB,8 CH NVR," 
Price increase from $1,240.00 to $1,380.00","8CH NVR 4TB with 8 PoE Ports (PoE Budget 65W) with 8MP Camera Support. H.265, H.264, MJPEG, 1 fixed internal SATA HDDs (up to 6TB). 80Mbps Network camera recording, Dual Stream recording option, HDMI Outputs with local 4K display resolution (HDMI1: 3840x2160(30Hz), Automatic Recovery Back-up (ARB) feature (A.K.A Edge recording retrieval). Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $1,380.00 ",849688019979 
,Recording - Network,QRN-830S-6TB,8 CH NVR," 
Price increase from $1,480.00 to $1,690.00","8CH NVR 6TB with 8 PoE Ports (PoE Budget 65W) with 8MP Camera Support. H.265, H.264, MJPEG, 1 fixed internal SATA HDDs (up to 6TB). 80Mbps Network camera recording, Dual Stream recording option, HDMI Outputs with local 4K display resolution (HDMI1: 3840x2160(30Hz), Automatic Recovery Back-up (ARB) feature (A.K.A Edge recording retrieval). Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $1,690.00 ",849688019986 
,Recording - Network,QRN-430S-2TB,4 CH NVR," 
Price increase from $757.00 to $827.00","4K NVR (Intel based), 2TB RAW, 4CH with 4 PoE/PoE+ ports (PoE Budget 35W), H265,H264, MJPEG, 1 fixed internal SATA HDDs (6TB max), ARB (Automatic Recovery Backup), 40 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, 4K HDMI display, max. resolution of 8MP recording/display, QR Code", $827.00 ,849688018736 
,Recording - Network,QRN-430S-4TB,4 CH NVR," 
Price increase from $997.00 to $1,137.00","4K NVR (Intel based), 4TB RAW, 4CH with 4 PoE/PoE+ ports (PoE Budget 35W), H265,H264, MJPEG, 1 fixed internal SATA HDDs (6TB max), ARB (Automatic Recovery Backup), 40 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, 4K HDMI display, max. resolution of 8MP recording/display, QR Code"," $1,137.00 ",849688018743 
,Recording - Network,QRN-430S-6TB,4 CH NVR," 
Price increase from $1,237.00 to $1,447.00","4K NVR (Intel based), 6TB RAW, 4CH with 4 PoE/PoE+ ports (PoE Budget 35W), H265,H264, MJPEG, 1 fixed internal SATA HDDs (6TB max), ARB (Automatic Recovery Backup), 40 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, 4K HDMI display, max. resolution of 8MP recording/display, QR Code"," $1,447.00 ",849688018750 
,Recording - Hybrid,HRX-1634-4TB,"16CH AHD, TVI, CVI, CVBS, IP Recorder"," 
Price increase from $1,280.00 to $1,420.00","5-in-1 16CH Pentabrid DVR- 4TB Raw Storage, AHD, HDTVI, HDCVI (up to 8MP), Total 18CH(Analog Maximum 16CH and 2 Network Maximum 18CH), Analog Camera up 8MP(15/12fps), 5MP(20/12fps), 4MP(30/25fps), 2MP(30/25fps),1MP(30/25fps), 960H(or 720H)(30/25fps) * per CH and Network camera 2MP (480fps). Codec H.265/H.264/MJPEG, Recording Bandwidth Max. 128Mbps, Playback Bandwidth 32Mbps. 4CH audio input/ 1CH audio output, 16 alarm input and 4 relay output, coaxial control, HDMI/VGA video output, 1 X spot monitor output, QR code, Up to 2 SATA HDDs (6TB/HDD). NDAA & FCC Compliant Model."," $1,420.00 ","8801089219473
849688019481"
,Recording - Hybrid,HRX-1634-6TB,"16CH AHD, TVI, CVI, CVBS, IP Recorder"," 
Price increase from $1,520.00 to $1,730.00","5-in-1 16CH Pentabrid DVR- 6TB Raw Storage, AHD, HDTVI, HDCVI (up to 8MP), Total 18CH(Analog Maximum 16CH and 2 Network Maximum 18CH), Analog Camera up 8MP(15/12fps), 5MP(20/12fps), 4MP(30/25fps), 2MP(30/25fps),1MP(30/25fps), 960H(or 720H)(30/25fps) * per CH and Network camera 2MP (480fps). Codec H.265/H.264/MJPEG, Recording Bandwidth Max. 128Mbps, Playback Bandwidth 32Mbps. 4CH audio input/ 1CH audio output, 16 alarm input and 4 relay output, coaxial control, HDMI/VGA video output, 1 X spot monitor output, QR code, Up to 2 SATA HDDs (6TB/HDD). NDAA & FCC Compliant Model."," $1,730.00 ",849688019818 
,Recording - Hybrid,HRX-1634-8TB,"16CH AHD, TVI, CVI, CVBS, IP Recorder"," 
Price increase from $1,760.00 to $2,040.00","5-in-1 16CH Pentabrid DVR- 8TB Raw Storage, AHD, HDTVI, HDCVI (up to 8MP), Total 18CH(Analog Maximum 16CH and 2 Network Maximum 18CH), Analog Camera up 8MP(15/12fps), 5MP(20/12fps), 4MP(30/25fps), 2MP(30/25fps),1MP(30/25fps), 960H(or 720H)(30/25fps) * per CH and Network camera 2MP (480fps). Codec H.265/H.264/MJPEG, Recording Bandwidth Max. 128Mbps, Playback Bandwidth 32Mbps. 4CH audio input/ 1CH audio output, 16 alarm input and 4 relay output, coaxial control, HDMI/VGA video output, 1 X spot monitor output, QR code, Up to 2 SATA HDDs (6TB/HDD). NDAA & FCC Compliant Model."," $2,040.00 ",849688019498 
,Recording - Hybrid,HRX-1634-10TB,"16CH AHD, TVI, CVI, CVBS, IP Recorder"," 
Price increase from $2,000.00 to $2,350.00","5-in-1 16CH Pentabrid DVR- 10TB Raw Storage, AHD, HDTVI, HDCVI (up to 8MP), Total 18CH(Analog Maximum 16CH and 2 Network Maximum 18CH), Analog Camera up 8MP(15/12fps), 5MP(20/12fps), 4MP(30/25fps), 2MP(30/25fps),1MP(30/25fps), 960H(or 720H)(30/25fps) * per CH and Network camera 2MP (480fps). Codec H.265/H.264/MJPEG, Recording Bandwidth Max. 128Mbps, Playback Bandwidth 32Mbps. 4CH audio input/ 1CH audio output, 16 alarm input and 4 relay output, coaxial control, HDMI/VGA video output, 1 X spot monitor output, QR code, Up to 2 SATA HDDs (6TB/HDD). NDAA & FCC Compliant Model."," $2,350.00 ",849688019504 
,Recording - Hybrid,HRX-1634-12TB,"16CH AHD, TVI, CVI, CVBS, IP Recorder"," 
Price increase from $2,240.00 to $2,660.00","5-in-1 16CH Pentabrid DVR- 12TB Raw Storage, AHD, HDTVI, HDCVI (up to 8MP), Total 18CH(Analog Maximum 16CH and 2 Network Maximum 18CH), Analog Camera up 8MP(15/12fps), 5MP(20/12fps), 4MP(30/25fps), 2MP(30/25fps),1MP(30/25fps), 960H(or 720H)(30/25fps) * per CH and Network camera 2MP (480fps). Codec H.265/H.264/MJPEG, Recording Bandwidth Max. 128Mbps, Playback Bandwidth 32Mbps. 4CH audio input/ 1CH audio output, 16 alarm input and 4 relay output, coaxial control, HDMI/VGA video output, 1 X spot monitor output, QR code, Up to 2 SATA HDDs (6TB/HDD). NDAA & FCC Compliant Model."," $2,660.00 ",849688019511 
,Recording - Hybrid,HRX-1635-4TB,"16CH AHD, TVI, CVI, CVBS, IP Recorder"," 
Price increase from $1,847.00 to $1,987.00","5-in-1 16CH Pentabrid DVR- 4TB Raw Storage, AHD, HDTVI, HDCVI (up to 8MP), Total 18CH(Analog Maximum 16CH and 2 Network Maximum 18CH), Analog Camera up 8MP(15/12fps), 5MP(20/12fps), 4MP(30/25fps), 2MP(30/25fps),1MP(30/25fps), 960H(or 720H)(30/25fps) * per CH and Network camera 2MP (480fps). Codec H.265/H.264/MJPEG, Recording Bandwidth Max. 128Mbps, Playback Bandwidth 32Mbps. 4CH audio input/ 1CH audio output, 16 alarm input and 4 relay output, coaxial control, HDMI/VGA video output, 1 X spot monitor output, QR code, Up to 8 SATA HDDs (6TB/HDD). NDAA & FCC Compliant Model."," $1,987.00 ","849688019528
8801089219466"
,Recording - Hybrid,HRX-1635-8TB,"16CH AHD, TVI, CVI, CVBS, IP Recorder"," 
Price increase from $2,327.00 to $2,607.00","5-in-1 16CH Pentabrid DVR- 8TB Raw Storage, AHD, HDTVI, HDCVI (up to 8MP), Total 18CH(Analog Maximum 16CH and 2 Network Maximum 18CH), Analog Camera up 8MP(15/12fps), 5MP(20/12fps), 4MP(30/25fps), 2MP(30/25fps),1MP(30/25fps), 960H(or 720H)(30/25fps) * per CH and Network camera 2MP (480fps). Codec H.265/H.264/MJPEG, Recording Bandwidth Max. 128Mbps, Playback Bandwidth 32Mbps. 4CH audio input/ 1CH audio output, 16 alarm input and 4 relay output, coaxial control, HDMI/VGA video output, 1 X spot monitor output, QR code, Up to 8 SATA HDDs (6TB/HDD). NDAA & FCC Compliant Model."," $2,607.00 ",849688019535 
