,"New & Change in May 1, 2026",,,,,,
,New Products,,,,,,
,,,,,,,
,Category,Item #,Item Type,Notes,Description, MSRP  ,EAN Code
,Recording - Network,PRN-3200B2-64TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-64TB
Price increase from $14,787.00 to $17,027.00","32 CH NVR (64TB Raw) up to 8K (32MP) Resolution (Intel based Model), Features AI Search (Best Shot, Attribute), object detection and classification, License plate detection and search for AI Based Cameras plus Adding AI Search features to several non AI Hanwha Cameras from P, X and Q series. H265, H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 64 Mbps playback, Dual stream recording, WiseStream technology, two HDMI dual display with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz), new features like fisheye dewarping, dynamic Layout and Dynamic Event. Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $17,027.00 ",849688019917 
,Recording - Network,PRN-3200B2-80TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-80TB
Price increase from $16,707.00 to $19,507.00","32 CH NVR (80TB Raw) up to 8K (32MP) Resolution (Intel based Model), Features AI Search (Best Shot, Attribute), object detection and classification, License plate detection and search for AI Based Cameras plus Adding AI Search features to several non AI Hanwha Cameras from P, X and Q series. H265, H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 64 Mbps playback, Dual stream recording, WiseStream technology, two HDMI dual display with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz), new features like fisheye dewarping, dynamic Layout and Dynamic Event. Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $19,507.00 ",849688019924 
,Recording - Network,PRN-1600B2-8TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-8TB
Price increase from $7,160.00 to $7,440.00","16 CH NVR (8TB Raw) up to 8K (32MP) Resolution (Intel based Model), Features AI Search (Best Shot, Attribute), object detection and classification, License plate detection and search for AI Based Cameras plus Adding AI Search features to several non AI Hanwha Cameras from P, X and Q series. H265, H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 250 Mbps recording / up to 64 Mbps playback, Dual stream recording, WiseStream technology, two HDMI dual display with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz), new features like fisheye dewarping, dynamic Layout and Dynamic Event. Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $7,440.00 ",849688019788 
,Recording - Network,PRN-1600B2-16TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-16TB
Price increase from $8,120.00 to $8,680.00","16 CH NVR (16TB Raw) up to 8K (32MP) Resolution (Intel based Model), Features AI Search (Best Shot, Attribute), object detection and classification, License plate detection and search for AI Based Cameras plus Adding AI Search features to several non AI Hanwha Cameras from P, X and Q series. H265, H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 250 Mbps recording / up to 64 Mbps playback, Dual stream recording, WiseStream technology, two HDMI dual display with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz), new features like fisheye dewarping, dynamic Layout and Dynamic Event. Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $8,680.00 ",849688019795 
,Recording - Network,PRN-1600B2-24TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-32TB
Price increase from $9,080.00 to $9,920.00","16 CH NVR (24TB Raw) up to 8K (32MP) Resolution (Intel based Model), Features AI Search (Best Shot, Attribute), object detection and classification, License plate detection and search for AI Based Cameras plus Adding AI Search features to several non AI Hanwha Cameras from P, X and Q series. H265, H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 250 Mbps recording / up to 64 Mbps playback, Dual stream recording, WiseStream technology, two HDMI dual display with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz), new features like fisheye dewarping, dynamic Layout and Dynamic Event. Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $9,920.00 ",849688019801 
,Recording - Network,PRN-1600B2-32TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-40TB
Price increase from $10,040.00 to $11,160.00","16 CH NVR (32TB Raw) up to 8K (32MP) Resolution (Intel based Model), Features AI Search (Best Shot, Attribute), object detection and classification, License plate detection and search for AI Based Cameras plus Adding AI Search features to several non AI Hanwha Cameras from P, X and Q series. H265, H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 250 Mbps recording / up to 64 Mbps playback, Dual stream recording, WiseStream technology, two HDMI dual display with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz), new features like fisheye dewarping, dynamic Layout and Dynamic Event. Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $11,160.00 ",849688019825 
,Recording - Network,PRN-1600B2-48TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-48TB
Price increase from $11,960.00 to $13,640.00","16 CH NVR (48TB Raw) up to 8K (32MP) Resolution (Intel based Model), Features AI Search (Best Shot, Attribute), object detection and classification, License plate detection and search for AI Based Cameras plus Adding AI Search features to several non AI Hanwha Cameras from P, X and Q series. H265, H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 250 Mbps recording / up to 64 Mbps playback, Dual stream recording, WiseStream technology, two HDMI dual display with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz), new features like fisheye dewarping, dynamic Layout and Dynamic Event. Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $13,640.00 ",849688019832 
,Recording - Network,PRN-1600B2-64TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-64TB
Price increase from $13,880.00 to $16,120.00","16 CH NVR (64TB Raw) up to 8K (32MP) Resolution (Intel based Model), Features AI Search (Best Shot, Attribute), object detection and classification, License plate detection and search for AI Based Cameras plus Adding AI Search features to several non AI Hanwha Cameras from P, X and Q series. H265, H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 250 Mbps recording / up to 64 Mbps playback, Dual stream recording, WiseStream technology, two HDMI dual display with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz), new features like fisheye dewarping, dynamic Layout and Dynamic Event. Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $16,120.00 ",849688019849 
,Recording - Network,PRN-1600B2-80TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-80TB
Price increase from $15,800.00 to $18,600.00","16 CH NVR (80TB Raw) up to 8K (32MP) Resolution (Intel based Model), Features AI Search (Best Shot, Attribute), object detection and classification, License plate detection and search for AI Based Cameras plus Adding AI Search features to several non AI Hanwha Cameras from P, X and Q series. H265, H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 250 Mbps recording / up to 64 Mbps playback, Dual stream recording, WiseStream technology, two HDMI dual display with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz), new features like fisheye dewarping, dynamic Layout and Dynamic Event. Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $18,600.00 ",849688019856 
,Recording - Network,ARN-410S-2TB,4CH NVR, Price increase from $600.00 to $660.00,"Wisenet A Series 4CH PoE NVR, 2TB Hard Drive Pre-Installed, Embedded Linux, H.265, H.264, MJPEG codec, Plug & play by 4 PoE (LAN, 10/100), 1 RJ-45(WAN, 10/100), Supported HDD (Maximum 6TB), HDMI local monitor, ARB supported, P2P service support.", $660.00 ,8801089210395 
,Recording - Network,ARN-810S-2TB,8CH NVR, Price increase from $670.00 to $740.00,"Wisenet A Series 8CH PoE NVR, 2TB Hard Drive Pre-Installed, Embedded Linux, H.265, H.264, MJPEG codec, Plug & play by 8 PoE (LAN, 10/100), 1 RJ-45(WAN, 10/100), Supported HDD (Maximum 6TB), HDMI local monitor, ARB supported, P2P service support.", $740.00 ,8801089210449 
,Recording - Network,ARN-810S-4TB,8CH NVR," Price increase from $910.00 to $1,050.00","Wisenet A Series 8CH PoE NVR, 4TB Hard Drive Pre-Installed, Embedded Linux, H.265, H.264, MJPEG codec, Plug & play by 8 PoE (LAN, 10/100), 1 RJ-45(WAN, 10/100), Supported HDD (Maximum 6TB), HDMI local monitor, ARB supported, P2P service support."," $1,050.00 ",849688020692 
,Recording - Network,ARN-810S-6TB,8CH NVR," Price increase from $1,150.00 to $1,360.00","Wisenet A Series 8CH PoE NVR, 6TB Hard Drive Pre-Installed, Embedded Linux, H.265, H.264, MJPEG codec, Plug & play by 8 PoE (LAN, 10/100), 1 RJ-45(WAN, 10/100), Supported HDD (Maximum 6TB), HDMI local monitor, ARB supported, P2P service support."," $1,360.00 ",849688020708 
,Recording - Network,ARN-1610S-4TB,16CH NVR,"Price increase from $1,120.00 to $1,220.00","Wisenet A Series16CH PoE NVR, 4TB Hard Drive Pre-Installed, Embedded Linux, H.265, H.264, MJPEG codec, Plug & play by 16 PoE (LAN, 10/100), 1 RJ-45(WAN, 1Gbps), 1 RJ-45(WAN, 10/100), Supported HDD (Maximum 6TB), HDMI / VGA local monitor, ARB supported 80Mbps network camera recording, P2P service support."," $1,220.00 ",8801089210470 
,Recording - Network,ARN-1610S-6TB,16CH NVR,"Price increase from $1,380.00 to $1,530.00","Wisenet A Series16CH PoE NVR, 6TB Hard Drive Pre-Installed, Embedded Linux, H.265, H.264, MJPEG codec, Plug & play by 16 PoE (LAN, 10/100), 1 RJ-45(WAN, 1Gbps), 1 RJ-45(WAN, 10/100), Supported HDD (Maximum 6TB), HDMI / VGA local monitor, ARB supported 80Mbps network camera recording, P2P service support."," $1,530.00 ",849688020685 
,Recording - Network,XRN-6420DB4-12TB,64 CH NVR," 
Price increase from $9,760.00 to $10,180.00","8K NVR (Intel based), 64Ch, 12TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $10,180.00 ",849688021446 
,Recording - Network,XRN-6420DB4-16TB,64 CH NVR," 
Price increase from $10,240.00 to $10,800.00","8K NVR (Intel based), 64Ch, 16TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $10,800.00 ",849688021453 
,Recording - Network,XRN-6420DB4-20TB,64 CH NVR," 
Price increase from $10,720.00 to $11,420.00","8K NVR (Intel based), 64Ch, 20TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $11,420.00 ",849688021460 
,Recording - Network,XRN-6420DB4-24TB,64 CH NVR," 
Price increase from $11,200.00 to $12,040.00","8K NVR (Intel based), 64Ch, 24TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $12,040.00 ",849688021477 
,Recording - Network,XRN-6420DB4-32TB,64 CH NVR," 
Price increase from $12,160.00 to $13,280.00","8K NVR (Intel based), 64Ch, 32TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $13,280.00 ",849688021484 
,Recording - Network,XRN-6420DB4-40TB,64 CH NVR," 
Price increase from $13,120.00 to $14,520.00","8K NVR (Intel based), 64Ch, 40TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $14,520.00 ",849688021491 
,Recording - Network,XRN-6420DB4-48TB,64 CH NVR," 
Price increase from $14,080.00 to $15,760.00","8K NVR (Intel based), 64Ch, 48TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $15,760.00 ",849688021507 
,Recording - Network,XRN-6420DB4-56TB,64 CH NVR," 
Price increase from $15,040.00 to $17,000.00","8K NVR (Intel based), 64Ch, 56TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $17,000.00 ",849688021514 
,Recording - Network,XRN-6420DB4-64TB,64 CH NVR," 
Price increase from $16,000.00 to $18,240.00","8K NVR (Intel based), 64Ch, 64TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $18,240.00 ",849688021521 
,Recording - Network,XRN-6420DB4-80TB,64 CH NVR," 
Price increase from $17,920.00 to $20,720.00","8K NVR (Intel based), 64Ch, 80TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $20,720.00 ",849688021538 
,Recording - Network,XRN-6420DB4-88TB,64 CH NVR," 
Price increase from $18,880.00 to $21,960.00","8K NVR (Intel based), 64Ch, 88TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $21,960.00 ",849688021545 
,Recording - Network,XRN-6420DB4-96TB,64 CH NVR," 
Price increase from $19,840.00 to $23,200.00","8K NVR (Intel based), 64Ch, 96TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $23,200.00 ",849688021552 
,Recording - Network,XRN-6420DB4-104TB,64 CH NVR," 
Price increase from $20,800.00 to $24,440.00","8K NVR (Intel based), 64Ch, 104TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $24,440.00 ",849688021569 
,Recording - Network,XRN-6420DB4-112TB,64 CH NVR," 
Price increase from $21,760.00 to $25,680.00","8K NVR (Intel based), 64Ch, 112TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $25,680.00 ",849688021576 
,Recording - Network,XRN-6420DB4-120TB,64 CH NVR," 
Price increase from $22,720.00 to $26,920.00","8K NVR (Intel based), 64Ch, 120TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $26,920.00 ",849688021583 
,Recording - Network,XRN-6420DB4-128TB,64 CH NVR," 
Price increase from $23,680.00 to $28,160.00","8K NVR (Intel based), 64Ch, 128TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $28,160.00 ",849688021590 
,Recording - Network,XRN-6420DB4-140TB,64 CH NVR," 
Price increase from $25,120.00 to $30,020.00","8K NVR (Intel based), 64Ch, 140TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $30,020.00 ",849688021606 
,Recording - Network,XRN-6420DB4-150TB,64 CH NVR," 
Price increase from $26,320.00 to $31,570.00","8K NVR (Intel based), 64Ch, 150TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $31,570.00 ",849688021613 
,Recording - Network,XRN-6420DB4-160TB,64 CH NVR," 
Price increase from $27,520.00 to $33,120.00","8K NVR (Intel based), 64Ch, 160TB RAW, 16 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code, Support for RAID 5/6 (NOTE: Requires a minimum number of HDDs per RAID type), HDD Hot Swap is available in RAID Mode, Redundant Power Supply."," $33,120.00 ",849688021620 
,Recording - Network,XRN-3220B2-8TB,32 CH NVR," 
Price increase from $4,387.00 to $4,667.00","8K NVR (Intel based), 32Ch, 8TB RAW, 8 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code."," $4,667.00 ",849688023334 
,Recording - Network,XRN-3220B2-10TB,32 CH NVR," 
Price increase from $4,627.00 to $4,977.00","8K NVR (Intel based), 32Ch, 10TB RAW, 8 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code."," $4,977.00 ",849688023341 
,Recording - Network,XRN-3220B2-16TB,32 CH NVR," 
Price increase from $5,347.00 to $5,907.00","8K NVR (Intel based), 32Ch, 16TB RAW, 8 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code."," $5,907.00 ",849688023358 
,Recording - Network,XRN-3220B2-20TB,32 CH NVR," 
Price increase from $5,827.00 to $6,527.00","8K NVR (Intel based), 32Ch, 20TB RAW, 8 SATA HDD bays (up to 10TB per HDD), H.265/H.264/MJPEG, SUNAPI, ONVIF, ARB (Automatic Recovery Backup) & Failover (N+1), Up To 520 Mbps Recording / Up To 200 Mbps Playback, Dual Stream Recording, iSCSI, WiseStream Support, HDMI(x2) Dual Display, Alarm I/O, 2-Way Audio, Maximum Camera Resolution of 32MP Recording/Display, Fisheye Dewarping (Local/CMS), AI Search (Wisenet AI Cameras Only), P2P QR Code."," $6,527.00 ",849688023365 
